Accepted Symbol,Scientific Name,Common Name
ASRE6,Astragalus reventiformis (Rydb.) Barneby,Yakima milkvetch
ASROA,Astragalus robbinsii (Oakes) A. Gray var. alpiniformis (Rydb.) Barneby ex C.L. Hitchc.,Robbins' milkvetch
ASSC6,Astragalus sclerocarpus A. Gray,woodypod milkvetch
ASSP7,Astragalus speirocarpus A. Gray,threadstalk milkvetch
ASSU7,Astragalus succumbens Douglas ex Hook.,Columbia milkvetch
ASTE4,Astragalus tegetarioides M.E. Jones,bastard milkvetch
ASTW,Astragalus tweedyi Canby,Tweedy's milkvetch
ASTY,Astragalus tyghensis M. Peck,Tygh Valley milkvetch
BACA3,Balsamorhiza careyana A. Gray,Carey's balsamroot
BACAC,Balsamorhiza careyana A. Gray var. careyana ,Carey's balsamroot
BACAI,Balsamorhiza careyana A. Gray var. intermedia Cronquist,intermediate balsamroot
BARO2,Balsamorhiza rosea A. Nelson & J.F. Macbr.,rosy balsamroot
BEHE,Berkheya heterophylla O. Hoffm.,prickly gousblom
BOPU2,Botrychium pumicola Coville ex Underw.,Crater Lake grapefern
BRSY,Brachypodium sylvaticum (Huds.) P. Beauv.,slender false brome
BRGR5,Bromus grossus Desf. ex DC.,whiskered brome
BRPA3,Bromus pacificus Shear,Pacific brome
CAHO2,Calamagrostis howellii Vasey,Howell's reedgrass
CASE24,Calamagrostis sesquiflora (Trin.) Tzvelev,one and a half flower reedgrass
CATA6,Calamagrostis tacomensis K.L.Marr & Hebda,Tacoma reedgrass
CAFA3,Callitriche fassettii Schotsman,Fassett's water-starwort
CACO41,Calochortus coxii M. Godfrey & F. Callahan,Cox's mariposa lily
CAHO11,Calochortus howellii S. Watson,Howell's mariposa lily
CAIN18,Calochortus indecorus Ownbey & M. Peck,Sexton Mountain mariposa lily
CALOP4,Calochortus longebarbatus S. Watson var. peckii Ownbey,longbeard mariposa lily
CASU2,Calochortus subalpinus Piper,subalpine mariposa lily
CAUM5,Calochortus umpquaensis N.A. Fredricks,Umpqua mariposa lily
CAATA,Calystegia atriplicifolia Hallier f. ssp. atriplicifolia ,nightblooming false bindweed
CAHO12,Camassia howellii S. Watson,Howell's camas
CALEL6,Camassia leichtlinii (Baker) S. Watson ssp. leichtlinii ,large camas
CAQUI,Camassia quamash (Pursh) Greene ssp. intermedia Gould,small camas
CAQUM,Camassia quamash (Pursh) Greene ssp. maxima Gould,small camas
CAQUW,Camassia quamash (Pursh) Greene ssp. walpolei (Piper) Gould,Walpole's small camas
CAHI12,Camissonia hilgardii (Greene) P.H. Raven,Hilgard's suncup
CAPA13,Cardamine pattersonii L.F. Hend.,Saddle Mountain bittercress
CAPE2,Cardamine penduliflora O.E. Schulz,Willamette Valley bittercress
CAMAM6,Carex macrocephala Willd. ex Spreng. var. macrocephala ,largehead sedge
CAMA11,Carex macrochaeta C.A. Mey.,longawn sedge
CAPL6,Carex pluriflora Hultén,manyflower sedge
CAAPA2,Castilleja applegatei Fernald ssp. applegatei ,wavyleaf Indian paintbrush
CACH40,Castilleja chambersii M. Egger & R.J. Meinke,Chambers paintbrush
CACH15,Castilleja chlorotica Piper,greentinge Indian paintbrush
CACH16,Castilleja chrysantha Greenm.,yellow Wallowa Indian paintbrush
CAFR8,Castilleja fraterna Greenm.,fraternal Indian paintbrush
CALE27,Castilleja levisecta Greenm.,golden Indian paintbrush
CAMID2,Castilleja miniata Douglas ex Hook. ssp. dixonii (Fernald) Kartesz,giant red Indian paintbrush
CAPAO,Castilleja parviflora Bong. var. oreopola (Greenm.) Ownbey,Henry Indian paintbrush
CAPIS,Castilleja pilosa (S. Watson) Rydb. var. steenensis (Pennell) N.H. Holmgren,Steens Indian paintbrush
CARU8,Castilleja rubida Piper,little reddish Indian paintbrush
CARU9,Castilleja rupicola Piper ex Fernald,cliff Indian paintbrush
CASU11,Castilleja suksdorfii A. Gray,Suksdorf's Indian paintbrush
CATH4,Castilleja thompsonii Pennell,Thompson's Indian paintbrush
CAWA4,Castilleja wallowensis Pennell,Wallowa Indian paintbrush
CAXA,Castilleja xanthotricha Pennell,yellowhair Indian paintbrush
CHNE6,Chaenactis nevii A. Gray,John Day's pincushion
CHVA3,Chenopodium ×variabile Aellen [album × berlandieri],goosefoot
CIPE4,Cirsium peckii L.F. Hend.,Steen Mountain thistle
CIPY2,Cirsium pyrenaicum (Jacq.) All.,Pyrenean thistle
CLCY2,Cladoraphis cyperoides (Thunb.) S.M. Phillips,bristly lovegrass
CLAMC,Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr. ssp. caurina (Abrams ex Piper) F.H. Lewis & M.E. Lewis,farewell to spring
CLAML,Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr. ssp. lindleyi (Douglas) F.H. Lewis & M.E. Lewis,Lindley's clarkia
CLHE,Claytonia heterophylla (Torr. & A. Gray) Swanson,variableleaf springbeauty
CNMO,Cnidium monnieri (L.) Cusson ex Juss.,Monnier's snowparsley
COSU,Coleanthus subtilis (Tratt.) Seidel,mossgrass
CORAG,Collinsia rattanii A. Gray ssp. glandulosa (Howell) Pennell,sticky blue eyed Mary
COMA,Collomia mazama Coville,Mt. Mazama collomia
COHA5,Columbiadoria hallii (A. Gray) G.L. Nesom,Hall's columbiadoria
COCAA,Corydalis caseana A. Gray ssp. aquae-gelidae (M. Peck & Wilson) Zetterlund & Lidén,coldwater fumewort
COSC4,Corydalis scouleri Hook.,Scouler's fumewort
COAV80,Corylus avellana L.,common filbert
COAC7,Cotoneaster acuminatus Lindl.,acuminate cotoneaster
COHO80,Cotoneaster horizontalis Decne.,rockspray cotoneaster
CONI12,Cotoneaster nitens Rehder & E.H. Wilson,few-flowered cotoneaster
CRCO3,Crataegus ×cogswellii K.I. Chr. & T.A. Dickinson [monogyna × suksdorfii],Cogswell's hawthorn
CRLE6,Cryptantha leucophaea (Douglas ex Lehm.) Payson,gray cryptantha
CRTH3,Cryptantha thompsonii I.M. Johnst.,Thompson's cryptantha
DALA11,Daphne laureola L.,spurgelaurel
DEPA4,Delphinium ×pavonaceum Ewan (pro sp.) [menziesii × trolliifolium],peacock larkspur
DEBA9,Delphinium basalticum Warnock,basalt larkspur
DEGL,Delphinium glareosum Greene,Olympic larkspur
DELI3,Delphinium lineapetalum Ewan,thinpetal larkspur
DEME,Delphinium menziesii DC.,Menzies' larkspur
DEMEM,Delphinium menziesii DC. ssp. menziesii ,Menzies' larkspur
DEMEP3,Delphinium menziesii DC. ssp. pallidum Warnock,Menzies' larkspur
DENU3,Delphinium nuttallii A. Gray,upland larkspur
DENUN2,Delphinium nuttallii A. Gray ssp. nuttallii ,upland larkspur
DENUO,Delphinium nuttallii A. Gray ssp. ochroleucum (Nutt.) Warnock,upland larkspur
DOAU,Dodecatheon austrofrigidum K.L. Chambers,tundra shootingstar
DOPO,Dodecatheon poeticum L.F. Hend.,poet's shootingstar
DOPUM2,Dodecatheon pulchellum (Raf.) Merr. ssp. macrocarpum (A. Gray) Roy L. Taylor & MacBryde,darkthroat shootingstar
DOPL,Doronicum plantagineum L.,plantain false leopardbane
DOLA,Douglasia laevigata A. Gray,cliff dwarf-primrose
DOLAC,Douglasia laevigata A. Gray var. ciliolata Constance,cliff dwarf-primrose
DOLAL,Douglasia laevigata A. Gray var. laevigata ,cliff dwarf-primrose
DRCUC3,Draba cusickii B.L. Rob. ex O.E. Schulz var. cusickii ,Cusick's draba
DRLEC,Draba lemmonii S. Watson var. cyclomorpha (Payson) O.E. Schulz,granite draba
ELPY,Elliottia pyroliflora (Bong.) S.W. Brim & P.F. Stevens,copperbush
ELRA3,Elmera racemosa (S. Watson) Rydb.,yellow coralbells
ELRAP,Elmera racemosa (S. Watson) Rydb. var. puberulenta C.L. Hitchc.,yellow coralbells
ELCA11,Elymus caninus (L.) L.,bearded wheatgrass
ENHA,Enemion hallii (A. Gray) J.R. Drumm. & Hutch.,Willamette false rue anemone
EQVAA,Equisetum variegatum Schleich. ex F. Weber & D. Mohr var. alaskanum A.A. Eaton,Alaskan scouringrush
ERCA5,Erigeron cascadensis A. Heller,Cascade fleabane
ERCH4,Erigeron chrysopsidis A. Gray,dwarf yellow fleabane
ERDED,Erigeron decumbens Nutt. var. decumbens ,Willamette fleabane
ERFIR,Erigeron filifolius (Hook.) Nutt. var. robustior M. Peck,threadleaf fleabane
ERHO3,Erigeron howellii A. Gray,Howell's fleabane
EROR2,Erigeron oreganus A. Gray,gorge fleabane
ERPEP3,Erigeron peregrinus (Banks ex Pursh) Greene ssp. peregrinus var. peregrinus ,subalpine fleabane
ERST,Erigeron stanselliae K.L. Chambers,Stansell's fleabane
ERCH6,Eriogonum chrysops Rydb.,bitterroot buckwheat
ERCU3,Eriogonum cusickii M.E. Jones,Cusick's buckwheat
ERDOS,Eriogonum douglasii Benth. var. sublineare (S. Stokes) Reveal,Douglas' buckwheat
ERNO3,Eriogonum novonudum M. Peck,false naked buckwheat
EROVR,Eriogonum ovalifolium (Gand.) Reveal & Mansfield var. rubidum ,Steens Mountain cushion buckwheat
ERSC5,Eriogonum scopulorum Reveal,cliff buckwheat
ERLAL2,Eriophyllum lanatum (Pursh) Forbes var. leucophyllum (DC.) W.R. Carter,common woolly sunflower
ERPE7,Eryngium petiolatum Hook.,rushleaf eryngo
ERAR15,Erysimum arenicola S. Watson,cascade wallflower
EREL13,Erythronium elegans Hammond & K.L. Chambers,Coast Range fawnlily
ERMO8,Erythronium montanum S. Watson,white avalanche-lily
ERORO,Erythronium oregonum Applegate ssp. oregonum ,giant white fawnlily
EUGO5,Eucephalus gormanii Piper,Gorman's aster
EULEC,Eucephalus ledophyllus (A. Gray) Greene var. covillei (Greene) G.L. Nesom,Cascade aster
EUTO4,Eucephalus tomentellus (Greene) Greene,rayless aster
EUVI8,Eucephalus vialis Bradshaw,wayside aster
FERUS,Festuca rubra L. ssp. secunda (J. Presl) Pavlick,red fescue
FIOC,Filipendula occidentalis (S. Watson) Howell,queen of the forest
FRCA,Fragaria cascadensis K.E. Hummer,Cascades strawberry
FRALC,Frasera albicaulis Douglas ex Griseb. var. columbiana (H. St. John) C.L. Hitchc.,whitestem frasera
FRCA5,Fritillaria camschatcensis (L.) Ker Gawl.,Kamchatka fritillary
FRGE,Fritillaria gentneri Gilkey,Gentner's fritillary
GAGLH,Galium glabrescens (Ehrend.) Dempster & Ehrend. ssp. harticum Dempster & Ehrend.,Castle Lake bedstraw
GAGLJ,Galium glabrescens (Ehrend.) Dempster & Ehrend. ssp. josephinense Dempster & Ehrend.,Castle Lake bedstraw
GASED,Galium serpenticum Dempster ssp. dayense Dempster & Ehrend.,Day's bedstraw
GASEM,Galium serpenticum Dempster ssp. malheurense Dempster & Ehrend.,Malheur bedstraw
GASES,Galium serpenticum Dempster ssp. scabridum (Ehrend.) Dempster & Ehrend.,Intermountain bedstraw
GETRC,Geum triflorum Pursh var. campanulatum (Greene) C.L. Hitchc.,old man's whiskers
GRIN,Grindelia integrifolia DC.,Puget Sound gumweed
GYPI,Gypsophila pilosa Huds.,Turkish baby's-breath
HADI2,Hackelia diffusa (Lehm.) I.M. Johnst.,spreading stickseed
HADIC,Hackelia diffusa (Lehm.) I.M. Johnst. var. cottonii (Piper) R.L. Carr,Cotton's stickseed
HADID,Hackelia diffusa (Lehm.) I.M. Johnst. var. diffusa ,spreading stickseed
HABR5,Hastingsia bracteosa S. Watson,largeflower rushlily
HABRA2,Hastingsia bracteosa S. Watson var. atropurpurea (Becking) F. Lang & P. Zika,purple rushlily
HABRB,Hastingsia bracteosa S. Watson var. bracteosa ,largeflower rushlily
HEBOM,Hedysarum boreale Nutt. ssp. mackenziei (Richardson) S.L. Welsh,northern sweetvetch
HEMI17,Hemerocallis minor Mill.,small daylily
HECU8,Heuchera ×cuneata Howell (pro sp.) [cylindrica × rubescens],alumroot
HEGL5,Heuchera glabra Willd. ex Roem. & Schult.,alpine heuchera
HILO,Hieracium longiberbe Howell,longbeard hawkweed
HOPEM2,Honckenya peploides (L.) Ehrh. ssp. major (Hook.) Hultén,seaside sandplant
HOCOC,Horkelia congesta Douglas ex Hook. ssp. congesta ,Sierra horkelia
HOFUF,Horkelia fusca Lindl. ssp. filicoides (Crum) D.D. Keck,pinewoods horkelia
HOFUF2,Horkelia fusca Lindl. ssp. fusca ,pinewoods horkelia
HUMI,Huperzia miyoshiana (Makino) Ching,Miyoshi's clubmoss
HYCAT,Hydrophyllum capitatum Douglas ex Benth. var. thompsonii (M. Peck) Constance,Thompson's waterleaf
HYCA6,Hypogymnia canadensis Goward & McCune,Pacific tube lichen
IRTET,Iris tenax Douglas ex Lindl. ssp. tenax ,toughleaf iris
IRTE2,Iris tenuis S. Watson,Clackamas iris
IVRHS,Ivesia rhypara Ertter & Reveal var. shellyi Ertter,Shelly's mousetail
JUBU2,Juncus bulbosus L.,bulbous rush
JUFAS2,Juncus falcatus E. Mey. ssp. sitchensis (Buchenau) Hultén,Chilean rush
JUNEI,Juncus nevadensis S. Watson var. inventus (L.F. Hend.) C.L. Hitchc.,Sierra rush
KAFR,Kalmiopsis fragrans Meinke & Kaye,
KALE,Kalmiopsis leachiana (L.F. Hend.) Rehder,North Umpqua kalmiopsis
LAAP3,Lapsanastrum apogonoides (Maxim.) J.H. Pak & K. Bremer,Japanese nipplewort
LAOR3,Lasthenia ornduffii R. Chan,Ornduff's goldfields
LAHO2,Lathyrus holochlorus (Piper) C.L. Hitchc.,thinleaf pea
LANI3,Lathyrus nissolia L.,grass pea
LEKID,Lesquerella kingii S. Watson ssp. diversifolia (Greene) Rollins & Shaw,King bladderpod
LEWH,Lewisia ×whiteae Purdy [cotyledon × leeana],lewisia
LECOR2,Lewisia columbiana (Howell ex A. Gray) B.L. Rob. var. rupicola (English) C.L. Hitchc.,Columbian lewisia
LIPU8,Limnanthes pumila Howell,woolly meadowfoam
LIPUG,Limnanthes pumila Howell ssp. grandiflora (Arroyo) S.C. Meyers & K.L. Chambers,woolly meadowfoam
LIPUP2,Limnanthes pumila Howell ssp. pumila ,woolly meadowfoam
LOBR,Lomatium bradshawii (Rose ex Mathias) Mathias & Constance,Bradshaw's desertparsley
LOCO,Lomatium columbianum Mathias & Constance,purple leptotaenia
LOCO8,Lomatium cookii J.S. Kagan,agate desertparsley
LOER2,Lomatium erythrocarpum R.J. Meinke & Constance,redfruit desertparsley
LOFAH,Lomatium farinosum (Hook.) J.M. Coult. & Rose var. hambleniae (Mathias & Constance) Schlessman,Hamblen's biscuitroot
LOGR2,Lomatium greenmanii Mathias,Greenman's biscuitroot
LOHA,Lomatium hallii (S. Watson) J.M. Coult. & Rose,Hall's biscuitroot
LOLA3,Lomatium laevigatum (Nutt.) J.M. Coult. & Rose,Slickrock biscuitroot
LOMI3,Lomatium minus (Rose ex Howell) Mathias & Constance,Day Valley desertparsley
LOOC2,Lomatium ochocense Helliwell & Constance,Ochoco lomatium
LOOR3,Lomatium oreganum (J.M. Coult. & Rose) J.M. Coult. & Rose,Blue Mountain biscuitroot
LOPA9,Lomatium pastorale Darrach & D.H.Wagner,Umatilla biscuitroot
LOSU4,Lomatium suksdorfii (S. Watson) J.M. Coult. & Rose,Suksdorf's desertparsley
LOTA3,Lomatium tamanitchii Darrach & Thie,Yakama biscuitroot
LOTA4,Lomatium tarantuloides Darrach & Hinchliff,spider biscuitroot
LOTRB,Lomatium triternatum (Pursh) J.M. Coult. & Rose var. brevifolium (J.M. Coult. & Rose) Mathias,nineleaf biscuitroot
LOWA,Lomatium watsonii (J.M. Coult. & Rose) J.M. Coult. & Rose,Watson's desertparsley
LOPA81,Lotus parviflorus Desf.,smallflower bird's-foot trefoil
LUSE,Luina serpentina Cronquist,creeping silverback
LUAL6,Lupinus alpicola L.F. Hend. ex Piper,Mt. Adams lupine
LUAR2,Lupinus arcticus S. Watson,arctic lupine
LUARS2,Lupinus arcticus S. Watson ssp. subalpinus (Piper & B.L. Rob.) D. Dunn,subalpine lupine
LUARA,Lupinus aridus Douglas ssp. ashlandensis Cox,Ashland's lupine
LUBIB2,Lupinus bingenensis Suksd. var. bingenensis ,Bingen lupine
LUBID,Lupinus bingenensis Suksd. var. dubius C.P. Sm.,Bingen lupine
LUBUC,Lupinus burkei S. Watson ssp. caeruleomontanus D. Dunn & Cox,largeleaf lupine
LUCU3,Lupinus cusickii S. Watson,Cusick's lupine
LUCUA,Lupinus cusickii S. Watson ssp. abortivus (Greene) Cox,Cusick's lupine
LUCUB,Lupinus cusickii S. Watson ssp. brachypodus (Piper) Cox,Cusick's lupine
LUCUC2,Lupinus cusickii S. Watson ssp. cusickii ,Cusick's lupine
LUFI,Lupinus fissicalyx A. Heller,Grants Pass lupine
LUGO,Lupinus gormanii Piper,Gorman's lupine
LUJO,Lupinus johannis-howellii C.P. Sm.,Howell's lupine
LULE2,Lupinus lepidus Douglas ex Lindl.,Pacific lupine
LULYF2,Lupinus lyallii A. Gray ssp. lyallii var. fruticulosus (Greene) C.P. Sm.,dwarf mountain lupine
LULYM3,Lupinus lyallii A. Gray ssp. lyallii var. macroflorus Cox,dwarf mountain lupine
LULYR2,Lupinus lyallii A. Gray ssp. lyallii var. roguensis Cox,Rogue River lupine
LULYM2,Lupinus lyallii A. Gray ssp. minutifolius (Eastw.) Cox,dwarf mountain lupine
LUMO3,Lupinus mollis A. Heller,soft lupine
LUOR,Lupinus oreganus A. Heller,Oregon lupine
LUORK,Lupinus oreganus A. Heller var. kincaidii C.P. Sm.,Kincaid's lupine
LUORO,Lupinus oreganus A. Heller var. oreganus ,Oregon lupine
LUSA3,Lupinus sabinianus Douglas ex Lindl.,Sabin's lupine
LUSAS2,Lupinus saxosus Howell var. subsericeus (B.L. Rob. ex Piper) C.P. Sm.,rock lupine
LUSET,Lupinus sericeus Pursh ssp. sericeus var. thompsonianus C.P. Sm.,silky lupine
LUSEW,Lupinus sericeus Pursh ssp. sericeus var. wallowensis C.P. Sm.,silky lupine
LUSU4,Lupinus suksdorfii B.L. Rob.,Suksdorf's lupine
LUSU5,Lupinus sulphureus Douglas ex Hook.,sulphur lupine
LUFO6,Luzula forsteri (Sm.) DC.,sourthern woodrush
MADA5,Malus ×dawsoniana Rehder [fusca × pumila],crab apple
MEPL,Mertensia platyphylla A. Heller,broadleaf bluebells
MEPLS,Mertensia platyphylla A. Heller var. subcordata (Greene) L.O. Williams,broadleaf bluebells
MEUM2,Mertensia umbratilis Greenm.,shade bluebells
MIHO2,Microseris howellii A. Gray,Howell's silverpuffs
MILAD,Microseris laciniata (Hook.) Sch. Bip. ssp. detlingii K.L. Chambers,Detling's silverpuffs
MIJU,Mimulus jungermannioides Suksd.,liverwort monkeyflower
MITE2,Minuartia tenella (Nutt.) Mattf.,slender stitchwort
MOODD,Monardella odoratissima Benth. ssp. discolor (Greene) Epling,mountain monardella
MOPAF,Montia parvifolia (Moc. ex DC.) Greene ssp. flagellaris (Bong.) Ferris,littleleaf minerslettuce
MYUS2,Myriophyllum ussuriense (Regel) Maxim.,Russian water-milfoil
NAJA5,Nanozostera japonica (Asch. & Graebn.) P. Toml. & U. Posl.,dwarf eelgrass
NACH,Nassella chilensis (Trin.) Desv.,Chilean needlegrass
NAWI,Navarretia willamettensis S.C. Spencer,Willamette navarretia
NECR2,Nephrophyllidium crista-galli (Menzies ex Hook.) Gilg,deercabbage
NIQUQ,Nicotiana quadrivalvis Pursh var. quadrivalvis ,Indian tobacco
NOFES,Noccaea fendleri (A. Gray) Holub ssp. siskiyouensis (P.K. Holmgren) Al-Shehbaz & M. Koch,Siskiyou pennycress
OMLI,Omphalodes linifolia (L.) Moench,whiteflower navelwort
ONSU2,Oncosiphon suffruticosum (L.) Källersjö,shrubby mayweed
ONAR,Ononis arvensis L.,field restharrow
ONRE,Ononis repens L.,common restharrow
ORALA2,Oreostemma alpigenum (Torr. & A. Gray) Greene var. alpigenum ,tundra aster
ORCO15,Ornithopus compressus L.,yellow bird's-foot
PABOH,Packera bolanderi (A. Gray) W.A. Weber & Á. Löve var. harfordii (Greenm.) D.K. Trock & T.M. Barkley,Harford's ragwort
PAFL15,Packera flettii (Wiegand) W.A. Weber & Á. Löve,Flett's ragwort
PAHE11,Packera hesperia (Greene) W.A. Weber & Á. Löve,western ragwort
PAFIH,Parnassia fimbriata K.D. Koenig var. hoodiana C.L. Hitchc.,fringed grass of Parnassus
PEBRP,Pedicularis bracteosa Benth. var. pachyrhiza (Pennell) Cronquist,towering lousewort
PEACA,Penstemon acuminatus Douglas ex Lindl. var. acuminatus ,sharpleaf penstemon
PEBA7,Penstemon barrettiae A. Gray,Barrett's beardtongue
PECA16,Penstemon cardwellii Howell,Cardwell's beardtongue
PEDAM2,Penstemon davidsonii Greene var. menziesii (D.D. Keck) Cronquist,Menzies' penstemon
PEDEV2,Penstemon deustus Douglas ex Lindl. var. variabilis (Suksd.) Cronquist,scabland penstemon
PEERA,Penstemon eriantherus Pursh var. argillosus M.E. Jones,fuzzytongue penstemon
PEEU,Penstemon euglaucus English,glaucous beardtongue
PEGAG2,Penstemon gairdneri Hook. var. gairdneri ,Gairdner's beardtongue
PEGL10,Penstemon glaucinus Pennell,blueleaf beardtongue
PEOV2,Penstemon ovatus Douglas ex Hook.,eggleaf beardtongue
PEPE10,Penstemon peckii Pennell,Peck's beardtongue
PEPE11,Penstemon pennellianus D.D. Keck,Blue Mountain beardtongue
PERI,Penstemon richardsonii Douglas ex Lindl.,cutleaf beardtongue
PERIC3,Penstemon richardsonii Douglas ex Lindl. var. curtiflorus (D.D. Keck) Cronquist,cutleaf beardtongue
PERID3,Penstemon richardsonii Douglas ex Lindl. var. dentatus (D.D. Keck) Cronquist,cutleaf beardtongue
PERIR,Penstemon richardsonii Douglas ex Lindl. var. richardsonii ,Richardson's penstemon
PESE5,Penstemon serrulatus Menzies ex Sm.,serrulate penstemon
PESP2,Penstemon spatulatus Pennell,Wallowa beardtongue
PESU6,Penstemon subserratus Pennell,finetooth beardtongue
PEER3,Perideridia erythrorhiza (Piper) T.I. Chuang & Constance,western yampah
PHCA15,Phacelia capitata Kruckeb.,clustered phacelia
PHLE6,Phacelia leibergii Brand,Leiberg's phacelia
PHLUM,Phacelia lutea (Hook. & Arn.) J.T. Howell var. mackenzieorum J. Grimes & Packard,MacKenzie's phacelia
PHPE8,Phacelia peckii J.T. Howell,Peck's phacelia
PHVE3,Phacelia verna Howell,spring phacelia
PHSP10,Phemeranthus spinescens (Torr.) Hershkovitz,spiny fameflower
PHPA8,Phleum paniculatum Huds.,British timothy
PHHE9,Phlox hendersonii (E.E. Nelson) Cronquist,Henderson's phlox
PHPE10,"Phlox peckii Wherry, nom. inq.",Peck's phlox
PHSPL,Phlox speciosa Pursh ssp. lanceolata (E.E. Nelson) Wherry,showy phlox
PHSPL2,Phlox speciosa Pursh ssp. lignosa Brand,showy phlox
PHSE11,Phyllospadix serrulatus Rupr. ex Asch.,toothed surfgrass
PLFIC,Plagiobothrys figuratus (Piper) I.M. Johnst. ex M. Peck ssp. corallicarpus (Piper) K.L. Chambers,fragrant popcornflower
PLHI6,Plagiobothrys hirtus (Greene) I.M. Johnst.,rough popcornflower
PLLA3,Plagiobothrys lamprocarpus (Piper) I.M. Johnst.,shinyfruit popcornflower
PLMA,Plantago macrocarpa Cham. & Schltdl.,seashore plantain
PLOR3,Pleuropogon oregonus Chase,Oregon semaphoregrass
POCH10,Poa chambersii Soreng,Chambers' bluegrass
POLA3,Poa laxiflora Buckley,looseflower bluegrass
POMA6,Poa marcida Hitchc.,withered bluegrass
PONE2,Poa nervosa (Hook.) Vasey,Wheeler bluegrass
POSU10,Poa suksdorfii (Beal) Vasey ex Piper,western bluegrass
POUNP,Poa unilateralis Scribn. ssp. pachypholis (Piper) D.D. Keck ex Soreng,San Francisco bluegrass
POFRB,Polyctenium fremontii (S. Watson) Greene var. bisulcatum (Greene) Rollins,desert combleaf
POCA9,Polygonum cascadense W.H. Baker,Cascade knotweed
